12561 10
7512 0 5
5567 0 10
7778 5 1
6911 6 1
8111 3 1
11036 0 1
4916 5 1
3807 0 1
1846 0 1
8077 0 1
5348 0 3
2856 3 1
12004 3 1
10817 0 2
4697 3 1
12374 0 1
2221 0 1
260 0 1
1627 0 1
7858 0 5
5897 0 1
10623 4 1
75 3 1
7355 6 1
11638 0 1
9677 0 2
3026 0 1
41 0 1
6272 0 11
4583 0 1
5694 0 2
7127 3 2
7189 4 1
5598 4 1
9026 5 1
12187 0 1
9458 0 1
2567 0 10
862 0 1
7093 0 1
4108 0 1
10635 3 1
11420 6 1
1146 6 1
4330 3 2
10935 5 1
10023 0 1
3372 0 1
1411 0 1
6874 0 1
4913 0 1
95 6 1
10848 4 1
2030 0 1
12442 6 1
3338 3 1
7889 4 1
8286 6 1
10398 0 1
8693 0 1
9804 0 1
3153 0 3
1192 0 1
7439 0 1
4710 0 1
7253 3 1
1606 6 1
11203 0 1
8218 0 1
3718 0 1
2013 0 1
7220 0 1
5259 0 1
6941 3 1
10984 0 1
9039 0 1
12541 0 20
2388 0 1
427 0 2
1538 0 1
8025 0 1
6064 0 2
4105 5 1
10349 3 1
11549 0 2
8820 0 1
2169 0 1
208 0 2
6455 0 1
4494 0 2
5861 0 1
1408 3 1
3669 3 1
11330 0 3
9369 0 1
2734 0 1
773 0 1
6236 0 1
4275 0 1
6819 3 1
4673 6 1
10190 0 1
3539 0 1
554 0 1
6785 0 5
5080 0 1
7545 3 1
9070 4 1
10565 0 17
8604 0 1
9971 0 1
3320 0 23
1375 0 1
7606 0 1
4621 0 1
909 4 1
11898 3 1
6486 4 1
7137 3 1
10346 0 1
8385 0 9
3885 0 1
933 5 1
7387 0 1
5426 0 5
9919 6 1
7189 0 3
6452 3 1
690 4 1
1122 3 1
10911 0 25
9206 0 2
12452 0 2
2555 0 1
3666 0 1
1705 0 1
7936 0 1
5223 0 3
4704 6 1
11716 0 1
8731 0 1
2080 0 1
135 0 5
6622 0 1
7733 0 2
5772 0 18
1036 4 1
11682 3 1
6906 6 1
11497 0 1
9536 0 1
677 0 1
2901 0 2
940 0 1
6147 0 1
4442 0 1
7529 0 1
10135 3 2
755 3 1
5457 4 1
12062 0 4
9333 0 1
2682 0 1
721 0 1
6952 0 1
5007 0 1
7705 5 1
271 4 1
6783 3 1
1736 4 1
6934 3 1
6022 4 1
10732 0 21
11843 0 1
9882 0 2
3247 0 2
1286 0 1
6749 0 3
4788 0 1
7332 1 1
166 4 1
4754 3 1
3103 0 1
10257 0 1
8552 0 1
4052 0 10
1067 0 1
7298 0 2
5593 0 1
11078 0 1
9117 0 12
2466 0 1
3833 0 1
1872 0 1
8119 0 33
5134 0 1
937 5 1
9833 3 2
10859 0 2
8898 0 5
12400 0 1
2263 0 1
302 0 4
6533 0 10
7900 0 1
5939 0 1
9045 5 1
4387 3 1
11408 0 13
9719 0 2
3068 0 1
83 0 2
6314 0 1
4353 0 1
8846 2 1
3244 3 2
8094 0 14
6143 6 1
2627 3 1
7231 4 1
12229 0 29
9244 0 3
2593 0 1
888 0 1
7135 0 1
4150 0 1
31 6 1
870 3 1
9617 3 1
10643 0 1
12010 0 1
10049 0 18
3414 0 1
1453 0 1
6660 0 1
4955 0 11
7724 5 1
10654 3 1
10424 0 1
8479 0 9
9846 0 18
3195 0 6
1234 0 1
7465 0 1
5504 0 1
9608 3 2
4384 4 1
11245 0 1
8260 0 6
3744 0 1
1799 0 1
7262 0 20
5301 0 26
8633 3 1
3109 3 1
10770 0 2
9065 0 2
12327 0 2
2430 0 23
469 0 8
1580 0 1
7811 0 9
6106 0 2
5489 2 1
12293 1 1
11591 0 1
9630 0 22
2979 0 2
250 0 1
6481 0 1
4520 0 1
5647 0 1
10264 3 1
3411 5 1
7207 5 1
4351 3 1
5437 4 1
3377 6 1
11372 0 3
9411 0 5
5050 3 1
2760 0 1
815 0 1
7046 0 1
4317 0 1
3359 3 1
5218 4 1
11921 0 3
10216 0 1
12429 5 1
3581 0 1
596 0 1
6827 0 1
4866 0 1
1179 3 1
10801 4 1
3723 2 1
10607 0 1
8646 0 1
9757 0 7
3106 0 13
1401 0 1
7632 0 29
4663 0 1
4609 0 1
11156 0 27
8427 0 1
3927 0 7
1966 0 1
7173 0 2
5468 0 15
10971 3 1
10354 3 1
846 4 1
7395 1 1
10937 0 23
8976 0 1
12494 0 3
2341 0 3
3708 0 3
1747 0 3
7978 0 1
6017 0 5
10919 1 1
12261 6 1
627 4 1
4081 3 1
11758 0 1
8773 0 3
2122 0 5
161 0 1
6648 0 1
7775 0 11
5814 0 1
7291 0 1
6824 3 1
7309 4 1
11283 0 17
9578 0 2
2943 0 9
982 0 2
6189 0 1
4228 0 11
4660 3 1
12088 0 1
10143 0 28
3492 0 1
763 0 1
6994 0 1
5033 0 6
7108 8 1
7911 4 1
11453 3 1
2841 3 1
10518 0 1
11885 0 1
9924 0 19
3273 0 3
1312 0 1
7559 0 1
4830 0 1
1744 3 1
9161 2 1
7806 4 1
9273 3 1
10299 0 1
8338 0 5
4094 0 25
1109 0 1
7340 0 1
5379 0 1
7772 3 1
8179 3 2
11104 0 1
9159 0 3
2508 0 1
3619 0 1
1914 0 1
8145 0 1
5160 0 1
2940 3 1
8640 6 1
9840 0 1
10469 3 1
11669 0 1
8940 0 1
2289 0 2
328 0 1
6575 0 1
7686 0 4
5981 0 1
9523 3 1
1828 5 1
11450 0 28
9489 0 1
2854 0 1
125 0 14
6356 0 30
4395 0 1
9921 5 1
8271 4 1
12271 0 6
9286 0 1
2635 0 1
674 0 1
7161 0 2
4176 0 1
4091 5 1
1591 4 1
2601 1 1
4158 3 1
10685 0 2
11796 0 1
10091 0 2
3440 0 1
1495 0 1
6702 0 1
4741 0 1
10585 5 1
2583 6 1
8624 3 1
12018 3 1
5642 4 1
12169 3 1
2805 3 1
10466 0 10
8505 0 1
3100 3 1
4005 0 1
1276 0 1
7507 0 1
5546 0 1
11031 0 1
8302 0 3
3786 0 1
1825 0 1
7288 0 1
5343 0 38
5500 5 1
4726 2 1
9354 6 1
9724 2 1
10812 0 1
8851 0 1
12353 0 3
2200 0 1
511 0 1
1622 0 1
7853 0 1
5892 0 1
4930 0 1
11617 0 1
5497 3 1
3021 0 10
36 0 16
6523 0 2
4562 0 1
5673 0 1
12182 0 1
9453 0 1
2802 0 1
841 0 1
7072 0 22
4103 0 1
7989 4 1
6028 4 1
11963 0 2
10002 0 1
3367 0 17
638 0 1
6869 0 1
4908 0 1
10916 5 1
10377 0 1
8672 0 1
9799 0 18
2830 5 1
3148 0 5
1187 0 2
7674 0 1
4689 0 1
8001 3 1
12133 3 1
7124 5 1
11198 0 1
8213 0 1
3953 0 4
1992 0 2
7215 0 1
5254 0 2
7527 4 1
10979 0 16
9018 0 1
12520 0 2
2383 0 11
422 0 10
1789 0 1
8020 0 1
6059 0 3
6407 5 1
4727 0 1
10627 4 1
12502 3 1
7986 3 1
11528 0 29
8815 0 1
2164 0 1
203 0 2
6434 0 2
7801 0 2
5840 0 1
4905 5 1
2747 3 1
11325 0 4
9364 0 6
2713 0 1
1008 0 13
6231 0 1
4270 0 1
9796 3 2
11866 0 1
3145 5 1
9586 3 1
990 3 1
5578 6 1
12130 0 8
10169 0 1
3534 0 1
549 0 1
7036 0 1
5075 0 1
7212 3 1
6385 3 1
8599 0 41
9966 0 1
3315 0 15
1354 0 1
7585 0 1
4856 0 20
5455 3 2
6465 4 1
10341 0 21
8380 0 1
3864 0 1
1151 0 17
7382 0 23
5421 0 1
2161 5 1
9624 0 33
685 4 1
3846 3 1
4594 6 1
10890 0 14
9185 0 2
12447 0 1
2550 0 1
3661 0 1
1700 0 5
8187 0 27
5202 0 14
4068 6 1
6228 3 1
8648 5 1
8726 0 1
2075 0 6
370 0 4
6601 0 1
7712 0 15
5767 0 1
5557 4 1
5054 6 1
9531 0 1
7145 3 1
935 0 1
6398 0 26
4437 0 1
7916 6 1
11458 3 1
2862 3 1
4403 1 1
12041 0 1
9312 0 1
2677 0 21
716 0 1
6947 0 4
4218 0 10
9294 3 1
1731 4 1
9701 3 1
10727 0 2
11838 0 1
9877 0 1
3226 0 1
1521 0 1
6728 0 2
4783 0 24
4749 1 1
10252 0 1
8547 0 1
6221 3 1
984 5 1
1062 0 7
7549 0 5
5588 0 1
5764 3 1
8132 1 1
966 4 1
3396 5 1
11057 0 1
9096 0 1
2461 0 1
3828 0 1
1867 0 1
8098 0 1
5369 0 24
6081 0 1
7595 6 1
3177 3 1
10854 0 29
8893 0 1
12395 0 1
2242 0 1
281 0 2
1648 0 17
7895 0 13
5934 0 1
11906 6 1
695 2 1
988 8 1
7244 5 1
9698 0 2
3063 0 1
78 0 3
6309 0 7
4604 0 1
5715 0 7
9140 0 1
9886 0 1
7210 4 1
12208 0 1
9239 0 2
2588 0 24
883 0 1
7114 0 1
4129 0 1
5487 5 1
8720 6 1
10638 0 1
12005 0 29
10044 0 1
3393 0 1
1432 0 1
6911 0 23
4950 0 2
10922 6 1
10419 0 2
8458 0 4
9825 0 1
3190 0 1
1229 0 22
7460 0 1
4731 0 1
12392 3 1
7892 3 1
5428 9 1
11224 0 1
8255 0 3
3739 0 1
2034 0 1
7241 0 3
5280 0 1
7145 4 1
10765 0 1
9060 0 19
12306 0 1
2409 0 1
448 0 5
1575 0 1
8062 0 1
6101 0 1
880 3 1
9643 3 1
3424 4 1
11570 0 1
9609 0 1
2974 0 1
245 0 1
6476 0 1
4515 0 1
5882 0 1
8253 5 1
4330 1 1
9909 6 1
6442 3 1
1729 3 1
11367 0 1
9406 0 1
2755 0 1
794 0 1
6257 0 11
4296 0 1
4728 3 1
9196 4 1
291 6 1
1711 4 1
7325 6 1
11916 0 4
10211 0 1
3560 0 4
591 0 12
6822 0 1
5117 0 1
998 2 1
8835 4 1
1606 4 1
2925 3 1
10586 0 3
8625 0 1
9736 0 1
3101 0 1
1396 0 1
7627 0 2
4642 0 1
8640 0 19
9640 4 1
10125 3 1
745 3 1
11151 0 2
8422 0 2
3906 0 18
1945 0 1
6375 5 1
5463 0 1
8023 0 19
5561 8 1
4944 6 1
9906 5 1
10932 0 3
8971 0 1
12473 0 2
2320 0 1
3703 0 1
1742 0 4
7973 0 19
5244 0 1
2752 3 1
11737 0 1
8752 0 1
2117 0 2
156 0 18
6643 0 1
7754 0 1
5793 0 1
4581 3 1
588 3 1
9486 0 1
995 3 1
8178 4 1
11200 5 1
11278 0 1
9573 0 5
2922 0 8
961 0 5
6168 0 1
4479 0 12
4757 0 28
12083 0 1
10122 0 3
3487 0 1
758 0 1
6989 0 33
5028 0 8
12504 4 1
8385 6 1
10497 0 1
11864 0 1
9919 0 2
3268 0 1
1307 0 1
6770 0 1
4809 0 1
8367 3 1
9709 4 1
3234 3 1
10294 0 1
8333 0 1
4073 0 25
1088 0 2
7335 0 22
5630 0 1
7125 4 1
11099 0 1
9138 0 1
2503 0 1
3614 0 1
1909 0 1
8140 0 4
5155 0 1
8106 3 1
940 2 1
11648 0 3
8935 0 1
2284 0 10
323 0 3
6554 0 1
7921 0 1
5960 0 1
2867 3 1
4408 1 1
11085 6 1
11445 0 1
9484 0 18
2833 0 9
104 0 1
6351 0 25
4390 0 13
5757 0 10
7389 3 1
9299 3 1
2648 1 1
703 3 1
11411 1 1
9706 3 1
7366 4 1
493 3 1
12250 0 1
9265 0 1
2630 0 19
669 0 1
7156 0 3
4171 0 18
7332 3 1
9169 4 1
7122 3 1
10664 0 1
11791 0 1
10086 0 9
3435 0 29
1474 0 1
6681 0 1
4976 0 7
5575 3 1
10461 0 1
8500 0 1
3984 0 5
1271 0 1
7502 0 21
5541 0 1
4638 0 1
9833 1 1
302 6 1
11010 0 1
8281 0 7
3781 0 1
1820 0 4
7283 0 4
5322 0 3
6348 3 1
9781 3 1
10807 0 5
8846 0 1
12348 0 1
2195 0 1
490 0 1
1601 0 1
7832 0 16
6143 0 5
7153 5 1
10072 0 18
4591 3 1
8587 1 1
11612 0 1
9651 0 1
3000 0 1
31 0 1
6518 0 1
4557 0 2
10083 5 1
8072 0 1
10961 3 1
2365 3 1
12161 0 2
9432 0 1
2797 0 1
836 0 1
7067 0 31
4338 0 15
6023 4 1
10424 2 2
11958 0 3
9997 0 7
3346 0 1
617 0 13
6848 0 1
4903 0 1
6805 3 1
167 4 1
10838 4 1
7765 4 1
10372 0 1
8667 0 1
9778 0 1
3143 0 1
1182 0 19
7669 0 2
4684 0 1
10594 3 2
11177 0 33
8192 0 7
3948 0 7
1987 0 1
7194 0 35
5489 0 3
28 3 1
10080 6 1
8581 3 1
10640 5 1
10974 0 1
9013 0 1
12515 0 1
2362 0 49
401 0 1
1768 0 4
8015 0 19
6054 0 3
8199 5 1
6463 3 1
1133 3 1
11523 0 1
8794 0 1
2159 0 5
198 0 1
6429 0 25
7796 0 1
5835 0 1
7869 0 8
4900 3 2
7330 4 1
3174 4 1
8169 3 1
9359 0 1
2708 0 1
1003 0 3
6210 0 1
4249 0 1
3140 3 1
7225 4 1
12125 0 1
10164 0 1
3513 0 2
528 0 1
7031 0 1
5070 0 1
766 3 1
9513 3 1
917 3 1
10539 0 1
8578 0 3
9945 0 1
3310 0 35
1349 0 1
7580 0 1
4851 0 10
12512 3 1
8012 3 1
7395 3 1
266 6 1
6929 3 1
8375 0 8
3859 0 1
1130 0 21
7361 0 4
5400 0 3
10919 3 1
8020 3 1
10885 0 1
9180 0 1
12426 0 1
2529 0 4
3640 0 2
1695 0 2
8182 0 2
5197 0 1
1000 3 1
9146 3 1
2943 2 1
11690 0 3
8705 0 1
2070 0 2
365 0 1
6596 0 1
7707 0 23
6002 0 1
6155 3 1
1849 3 1
11487 0 1
9526 0 1
2875 0 7
914 0 22
6377 0 1
4416 0 1
7577 5 1
7911 6 1
5015 3 1
3273 6 1
12036 0 3
9307 0 17
2656 0 1
711 0 1
6942 0 27
4213 0 8
3255 3 1
1612 4 1
1726 4 1
10706 0 14
11817 0 1
5697 3 1
3221 0 1
1516 0 19
6723 0 1
4762 0 3
7369 0 1
1075 3 1
1482 3 1
10247 0 2
8542 0 1
4026 0 1
1041 0 5
7528 0 2
5583 0 1
4349 4 1
6893 3 1
9091 0 1
2440 0 1
3823 0 1
1862 0 1
11484 3 1
5364 0 1
2271 3 1
10833 0 1
8872 0 1
12390 0 1
2237 0 6
276 0 1
1643 0 1
7874 0 1
5913 0 1
11398 0 1
9693 0 1
3042 0 1
57 0 9
6288 0 1
4599 0 1
5710 0 1
1591 6 1
7205 4 1
5614 4 1
3440 2 2
1557 3 1
12203 0 28
9218 0 1
10512 0 1
2583 0 5
878 0 1
7109 0 2
4124 0 20
9625 2 1
6492 6 1
8715 6 1
4963 3 1
11984 0 1
10039 0 1
3388 0 15
1427 0 1
6890 0 30
4929 0 1
6043 4 1
10944 3 1
3354 3 1
11349 3 1
10414 0 1
8453 0 2
9820 0 1
3169 0 3
1208 0 21
7455 0 1
4726 0 24
1190 3 1
573 3 1
11219 0 1
8234 0 13
3734 0 1
2029 0 1
7236 0 14
5275 0 1
7819 3 1
11000 0 1
10088 5 1
12301 0 4
2404 0 35
443 0 1
1554 0 1
8041 0 1
6080 0 1
5289 0 1
3419 4 1
5013 6 1
11565 0 47
5445 3 2
2953 0 1
224 0 3
6471 0 1
4510 0 14
5877 0 1
3385 5 1
11346 0 1
9385 0 19
2750 0 12
789 0 1
6252 0 3
4291 0 1
1957 3 1
9191 4 1
6835 3 1
6218 3 1
11911 0 1
10206 0 1
3555 0 4
570 0 1
11216 3 1
5096 0 1
977 2 1
1585 4 1
10581 0 16
8620 0 11
9731 0 1
3080 0 1
1391 0 1
7622 0 1
4637 0 1
11482 4 1
10362 0 3
8401 0 1
3901 0 1
1940 0 1
7403 0 25
5442 0 3
3284 6 1
1138 3 1
8998 4 1
10927 0 1
8966 0 1
12468 0 2
2315 0 1
3682 0 1
1721 0 1
7952 0 2
5239 0 11
10460 3 1
7783 3 1
11732 0 21
8747 0 16
2096 0 1
151 0 1
6638 0 1
7749 0 1
5788 0 1
11291 3 1
5578 4 1
11513 0 1
9552 0 1
2917 0 1
956 0 2
6163 0 1
4458 0 1
1388 3 1
9534 3 1
5473 4 1
11103 0 1
12078 0 2
10117 0 26
3466 0 25
737 0 1
6968 0 26
5023 0 1
4406 2 1
6950 3 1
10748 0 11
11859 0 1
9898 0 16
3263 0 24
1302 0 1
6765 0 2
4804 0 32
2312 3 1
10273 0 2
8568 0 1
4068 0 4
1083 0 18
7314 0 2
5609 0 16
148 3 1
987 4 1
12029 3 1
3417 3 2
11094 0 1
9133 0 1
2482 0 1
3593 0 1
1888 0 1
8135 0 1
5150 0 1
9531 2 1
9849 3 1
10875 0 3
8914 0 1
2279 0 19
318 0 11
6549 0 9
7916 0 19
5955 0 1
4403 3 1
7265 3 1
9479 0 5
2828 0 2
99 0 1
6330 0 1
4369 0 10
5736 0 1
2643 3 1
3050 3 1
12245 0 1
9260 0 17
2609 0 26
648 0 1
7151 0 26
4166 0 2
1080 3 1
9101 2 1
12211 1 1
9226 3 1
8166 4 1
10659 0 1
12026 0 34
10065 0 21
3430 0 1
1469 0 1
6676 0 2
4971 0 4
8132 3 2
9096 2 1
10440 0 1
8495 0 1
3979 0 1
1250 0 1
7481 0 1
5520 0 1
5668 2 1
4734 3 1
3432 5 1
11261 0 5
8276 0 4
12546 0 21
3760 0 1
1815 0 6
7278 0 15
5317 0 18
6266 0 1
4305 0 1
3125 3 1
10786 0 12
9081 0 1
12343 0 1
2190 0 7
485 0 1
1596 0 1
7827 0 3
6122 0 1
7148 3 1
1969 3 1
11607 0 1
9646 0 1
2995 0 12
10 0 4
6497 0 3
7599 5 1
5663 0 19
3427 5 1
4968 3 2
9087 5 1
5453 4 1
1025 4 1
7512 4 1
6911 2 1
4950 6 1
9427 0 1
2776 0 1
831 0 22
7062 0 1
4333 0 14
1732 4 1
5234 4 1
11937 0 1
10232 0 1
3341 0 1
612 0 1
6843 0 1
4882 0 20
10623 0 1
8662 0 1
9773 0 1
3122 0 1
1161 0 20
7648 0 2
4679 0 1
8878 5 1
12340 3 1
7223 3 2
9060 2 2
11172 0 33
8443 0 4
3943 0 4
1982 0 1
11604 3 2
5484 0 1
10372 4 1
4489 0 1
4823 5 1
862 4 1
5450 3 1
10953 0 6
8992 0 1
12510 0 40
2357 0 4
396 0 1
1763 0 1
7994 0 26
6033 0 11
8823 3 1
10935 1 1
9406 6 1
11774 0 1
8789 0 1
2138 0 1
177 0 2
6408 0 26
7791 0 11
5830 0 1
7325 4 1
3153 4 1
4710 4 1
11299 0 1
9594 0 1
2703 0 8
998 0 12
6205 0 3
4244 0 1
4676 3 1
8130 4 1
12104 0 1
10159 0 1
3508 0 8
523 0 1
7010 0 1
5049 0 1
3323 3 1
11469 3 1
10534 0 1
11901 0 1
9940 0 1
3289 0 1
1328 0 1
7575 0 4
4846 0 1
9015 0 4
2729 0 1
10315 0 17
8354 0 1
768 0 1
3854 0 1
1125 0 1
7356 0 23
5395 0 1
7939 3 1
11120 0 1
9175 0 1
12421 0 12
2524 0 1
3635 0 3
1674 0 22
8161 0 26
5176 0 1
8656 6 1
11685 0 19
8956 0 16
10695 0 10
2049 0 4
344 0 1
7624 5 1
7702 0 1
5997 0 1
8922 3 1
7606 4 1
11466 0 19
9505 0 18
2870 0 9
909 0 1
6372 0 1
4411 0 2
2253 2 1
12287 0 1
9302 0 1
2651 0 1
690 0 1
6921 0 30
4192 0 14
4073 6 1
10701 0 3
11812 0 2
10107 0 1
3200 0 1
1511 0 1
6718 0 1
9172 3 1
3438 3 1
2565 3 1
10482 0 1
8521 0 1
4021 0 13
1036 0 28
7523 0 7
5562 0 14
4423 5 1
8106 1 1
11047 0 1
8318 0 1
2435 0 3
3802 0 1
1841 0 1
10430 2 2
5359 0 3
6369 5 1
12554 3 1
7286 3 1
4390 6 1
8867 0 1
12369 0 1
2216 0 1
271 0 3
1638 0 1
12284 3 2
5908 0 1
2648 3 1
4721 3 1
3071 3 1
6786 6 1
6130 3 1
11633 0 4
9672 0 1
3037 0 1
52 0 1
6283 0 11
4578 0 1
9071 6 1
2596 1 1
9654 3 1
12198 0 8
9469 0 1
2562 0 16
857 0 2
7088 0 1
4119 0 1
10644 0 21
8386 6 1
11979 0 1
10018 0 18
3383 0 1
1422 0 1
6885 0 3
4924 0 1
4890 3 1
10393 0 1
8688 0 1
9815 0 2
3164 0 6
1203 0 1
7434 0 1
4705 0 29
4353 4 1
11214 0 1
8229 0 2
3713 0 1
2008 0 1
7231 0 1
5270 0 1
4389 0 1
10995 0 16
9034 0 1
12536 0 1
2399 0 1
438 0 9
1549 0 1
8036 0 1
6075 0 1
8296 0 1
4523 3 1
11544 0 34
8831 0 1
2948 0 3
219 0 4
6450 0 33
11976 3 1
5856 0 1
3698 2 1
8312 6 1
2763 3 1
11526 3 1
11341 0 3
9380 0 1
1008 3 1
4087 5 1
6247 0 8
4286 0 1
9812 3 1
1006 3 1
133 3 1
12146 0 1
10185 0 1
3550 0 3
565 0 1
6796 0 1
5091 0 1
12127 0 22
7811 4 1
10560 0 17
8615 0 25
9982 0 7
3075 0 10
1370 0 1
7601 0 5
4616 0 1
2396 3 2
753 2 1
5437 0 21
8581 1 1
6481 4 1
10357 0 2
8396 0 1
3880 0 14
1935 0 1
7398 0 7
8828 3 1
10940 1 1
8362 3 1
3862 3 1
3245 3 1
10906 0 1
9201 0 1
12463 0 29
2310 0 2
3677 0 3
1716 0 1
7947 0 20
5218 0 1
4321 3 1
9910 5 1
6244 3 1
2594 6 1
1682 3 1
8664 5 1
8742 0 2
2091 0 5
130 0 1
6617 0 1
7728 0 3
5783 0 1
5573 4 1
5789 0 1
11508 0 1
9547 0 1
2896 0 1
951 0 1
6158 0 4
4453 0 2
3072 3 1
3310 6 1
12057 0 4
9328 0 18
3461 0 1
7796 2 1
6963 0 4
5002 0 1
8580 0 1
266 4 1
9310 3 1
1747 4 1
6929 1 1
6017 4 1
81 3 1
10743 0 17
11854 0 1
9893 0 1
3242 0 6
1281 0 1
6744 0 1
4799 0 7
12460 3 1
4472 0 10
4280 6 1
161 4 1
9180 2 1
10268 0 4
4148 5 1
4063 0 1
1078 0 2
7309 0 1
5604 0 1
982 4 1
5570 3 1
11073 0 1
4953 3 1
2477 0 1
3588 0 2
1883 0 1
8114 0 10
5129 0 1
10578 1 1
9094 3 1
4064 5 1
10870 0 1
8909 0 1
12411 0 11
2258 0 6
297 0 1
6528 0 1
4848 5 1
5950 0 1
7279 0 14
6960 3 1
10404 4 1
5318 0 24
6359 3 1
4716 4 1
1797 3 1
11419 0 2
9714 0 8
2823 0 4
94 0 1
6325 0 1
4364 0 1
5731 0 1
4796 3 1
12224 0 8
9255 0 11
2604 0 1
643 0 1
7130 0 30
8560 3 1
4449 0 9
10654 0 1
12021 0 8
10060 0 5
3409 0 2
1448 0 1
6671 0 1
4966 0 1
4349 2 1
8826 4 1
6461 4 1
10435 0 17
8474 0 2
9841 0 1
3974 0 6
1245 0 1
7476 0 16
5515 0 7
11240 0 27
8271 0 2
3755 0 2
1794 0 3
7257 0 3
5296 0 1
2820 3 1
10815 3 1
7161 4 1
57 6 1
10781 0 2
9076 0 1
12322 0 4
2425 0 1
464 0 1
1591 0 1
7822 0 2
6117 0 5
7828 0 10
11586 0 3
9625 0 6
2990 0 1
5 0 29
10651 5 1
4531 0 1
5642 0 6
3274 6 1
4367 2 1
11383 0 15
9422 0 1
2771 0 1
810 0 1
7041 0 7
4312 0 18
5753 3 1
1727 4 1
4911 3 1
1825 4 1
7999 4 1
4726 6 1
10227 0 1
3576 0 1
607 0 12
6838 0 2
4877 0 1
8612 3 1
12154 3 1
1198 3 1
2941 3 1
10602 0 21
8641 0 34
9752 0 10
3117 0 4
1156 0 1
7643 0 3
4658 0 1
1588 3 1
7819 5 1
6523 4 1
11000 2 1
10141 3 2
11167 0 2
8438 0 1
3922 0 5
1961 0 1
7168 0 2
5479 0 20
12523 3 1
841 4 1
7406 3 1
10630 5 1
10948 0 1
8987 0 1
12489 0 2
2336 0 25
391 0 2
1758 0 4
7989 0 5
6028 0 6
2768 3 1
11403 5 1
10914 3 1
2318 3 1
7162 6 1
9385 6 1
4092 5 1
11753 0 1
8768 0 1
2133 0 1
172 0 2
6403 0 1
7770 0 1
5809 0 1
5615 4 1
4689 4 1
9157 3 1
11216 5 1
11294 0 1
9589 0 37
2938 0 2
977 0 1
6184 0 1
4239 0 2
5254 4 1
12099 0 1
10138 0 1
732 0 1
3503 0 5
518 0 1
7005 0 1
5044 0 6
2886 2 1
5476 3 2
6004 0 1
7906 4 1
5010 3 1
10513 0 1
11880 0 1
9935 0 1
3284 0 26
1323 0 1
7554 0 1
4825 0 1
3250 3 1
2633 3 1
10310 0 1
8349 0 1
4089 0 1
1104 0 2
7351 0 25
5390 0 1
1703 3 1
1008 4 1
1086 3 1
10089 3 1
11115 0 1
9154 0 1
2519 0 1
3630 0 1
1669 0 1
8156 0 30
5171 0 1
8122 3 1
956 2 1
11664 0 2
8951 0 1
2300 0 5
339 0 3
6570 0 1
7681 0 27
5976 0 1
2266 3 1
11461 0 1
9500 0 1
2849 0 8
120 0 1
6367 0 1
4406 0 14
9932 3 1
2664 1 1
9722 3 1
12266 0 1
9281 0 1
2646 0 3
685 0 1
6916 0 1
4187 0 1
9087 4 1
1586 4 1
7138 3 1
10680 0 1
5609 6 1
10102 0 1
3451 0 1
1490 0 1
6697 0 1
4736 0 29
6503 4 1
5653 4 1
7787 2 1
10477 0 15
4101 3 1
4000 0 4
1031 0 1
7518 0 6
5557 0 5
11026 0 1
8297 0 1
3797 0 1
1836 0 1
8067 0 1
5338 0 1
4883 0 1
7265 1 1
1185 3 1
10823 0 5
8862 0 2
12364 0 3
2211 0 7
506 0 1
1617 0 1
7848 0 1
5903 0 1
4607 3 1
12330 3 1
11628 0 1
9667 0 1
3016 0 7
47 0 13
6278 0 1
4573 0 1
5684 0 1
8563 0 27
12211 3 1
11594 3 1
7586 6 1
2381 3 2
12177 0 26
9448 0 1
2813 0 1
852 0 1
7083 0 15
4098 0 27
1028 3 1
5969 0 1
10925 5 1
10013 0 1
3362 0 1
633 0 1
6864 0 1
4919 0 1
5591 1 1
6229 3 1
8683 0 1
9794 0 9
3159 0 1
1198 0 1
7429 0 1
4700 0 1
988 4 1
7244 1 1
11193 0 21
8208 0 5
3964 0 4
2003 0 4
7210 0 1
5249 0 1
8189 3 1
9063 3 3
4664 0 1
8597 3 1
10990 0 1
9029 0 29
12531 0 1
2378 0 31
417 0 1
1784 0 2
8031 0 1
6070 0 17
5453 2 1
6479 3 1
11539 0 2
8810 0 15
2175 0 5
214 0 9
6445 0 31
4484 0 1
5851 0 1
9112 0 1
4916 3 1
4731 4 1
8185 3 2
9375 0 1
2724 0 1
1019 0 2
6226 0 5
4265 0 1
9544 3 1
11302 3 1
7241 4 1
12141 0 16
10180 0 1
3529 0 3
544 0 1
6791 0 1
5086 0 1
933 3 1
10555 0 1
8594 0 3
9961 0 3
3326 0 1
1365 0 1
7596 0 4
4611 0 1
11919 0 1
5053 3 1
8028 3 1
8992 2 1
10336 0 1
8391 0 1
3875 0 1
1146 0 28
7377 0 2
5416 0 22
10935 3 1
2323 3 2
4605 6 1
10901 0 35
4781 3 2
12442 0 2
2545 0 22
3656 0 1
1711 0 4
7942 0 29
5213 0 13
4079 6 1
9027 3 1
3638 3 1
4130 6 1
11706 0 16
8721 0 1
2086 0 1
381 0 1
6612 0 1
7723 0 1
5762 0 1
9560 1 1
11503 0 3
9542 0 1
2891 0 1
930 0 1
6393 0 1
4432 0 1
7165 0 1
7911 0 30
5031 3 1
7408 4 1
12052 0 2
9323 0 7
2672 0 1
727 0 19
1813 5 1
4997 0 5
12274 3 1
7242 6 1
10722 0 1
